"","V_plasma","V_inter","V_muscle","kgut","Km","Vmax","m_K_ALDO","P_ECF","FF","GFR","dtKsec_eq","A_dtKsec","B_dtKsec","cdKsec_eq","A_cdKsec","B_cdKsec","A_cdKreab","A_insulin","B_insulin","KMuscleBase","Kecf_base","ALD_eq","etapsKreab"
"1964",-2.34439028190536e-08,-1.88408955636987e-06,5.3707655922608e-07,-1.82365508294424e-06,-10.1043885345866,5.14056637257455e-08,1.22023864037108,1.52382426676922e-08,0,-9.97565285492343,-39.0852071923369,-51.9227487757451,-49.5818405795898,-3.56098323146007,-3.63965556996958,-10.2606763230722,48.2272147198403,0,0,14.5872861293366,-7.31607271054966,-5.52865708070577,28.3862802580494
"1965",-1.19323431135854e-08,7.51715029423395e-06,4.88964491296429e-06,-4.04440129386785e-07,-6.69588326970788,4.722728959905e-06,-13.3576499558761,-1.15412319701136e-08,-5.47771492165339e-07,-18.6282598663178,-82.5673761676168,-99.0542339809036,-150.554223501868,-3.04474856310327,-5.66545854920922,-10.7438970499063,105.261633078904,23.5616240326349,85.3586102408675,23.5302763888515,-15.9908190225466,14.4172988922547,57.3577448311206
"1966",4.5193928599474e-09,-1.07572592753513e-05,2.89874236614196e-07,-0.00141121939734035,6.3497760808726,-1.60262154906832e-05,46.0864646879801,-1.11350567806312e-05,-1.47323561350277e-07,-21.7578976024605,-73.2403569455732,-123.35083047634,-136.030388323547,-9.69755623797479,-26.208551441911,-69.7921969633264,111.451297136207,35.0018095231601,124.619806192119,33.9712450528054,-24.4726910010377,134.368318450263,135.991551969846
"1967",1.08057255943095e-06,-3.67354249419805e-06,-2.06830162596816e-06,2.15663595781734e-06,-16.865430692071,8.90349042492744e-07,-17.8040490826439,-3.79526022129539e-05,-1.57303495029737e-05,-17.9294277030678,-68.6285281880341,-155.209582728481,-182.603915669901,-4.04871781140089,-8.86200826726568,-18.8306359756885,102.799315723949,0,0,23.448283793462,-22.8532832801839,0.231920659773308,69.5225068591786
"1968",8.55635562402312e-11,-1.36565319053261e-07,3.50740876342571e-07,1.01806563179707e-10,-2.26432115892525,5.43948885933787e-10,-0.567798551018356,-3.18465254167677e-11,-1.30249475205346e-07,-6.6561192394443,-38.2054598266282,-83.8478075056411,-88.4856275611575,-2.91106822698479,-4.84189340136989,-10.7212467913934,73.498814260752,0,0,18.0106017064042,-11.8850436525366,1.41387738589651,50.2139543959536
"1969",7.15897101599694e-08,-3.95940560338204e-08,4.27715463047207e-09,-5.18366789492575e-08,-3.4655285124102,7.93221488493145e-09,-16.8497518258167,-6.16466877545463e-11,-4.12876772770687e-08,-25.1017957527811,-48.7327231845443,-76.8718319809664,-142.802341459196,-3.86491157288986,-9.1128196906127,-14.7890726744626,86.6103344609467,0,0,23.3670333702724,-34.6590203653674,46.0404913574519,128.50987303678
"1970",-3.69461005789162e-06,3.67080855312451e-06,1.93443239027147e-06,-1.34571394028171e-08,4.57051034948208,-1.02022940495772e-06,19.7048027202775,2.71043347765953e-08,2.55795384873636e-13,-23.005392416411,-27.1477007962559,-60.4709002341991,-91.8723059265392,-2.1320659682593,-11.6637162176985,-18.9795438177495,124.893475228718,20.6722406872176,21.8993624705376,25.3340379796488,-47.902985628167,96.7047971942685,121.302852423008
"1971",3.21918491863471e-10,-6.10203281183884e-05,-6.27884032127214e-05,6.65322517079403e-08,-7.11175248684969,1.53124233293056e-08,2.45352126619002,2.27877876568528e-08,0.000100000763382013,-9.51477979276731,-33.8991849279495,-89.4515906013982,-80.4290345137436,-2.20427761512147,-9.69267322362673,-9.91773212254018,52.5088470662413,0,0,14.7028169392581,-3.3687632240893,-2.27566866720111,29.7010473300337
"1972",2.00978433895216e-09,2.18421888575904e-07,1.26531233490823e-07,1.52287782384519e-09,-6.09350265738328,-1.40303768603189e-10,-21.1445257009515,-9.89928139460971e-11,-2.1895650093029e-07,-11.4545549935796,-29.986712191095,-48.6592381949466,-49.7458615312158,-2.87026132245836,-6.56000971889511,-9.03024380710452,45.6666126663476,0,0,15.4521943267055,-15.8755708793645,12.7748195285653,43.1713500870296
"1973",-6.68998266064591e-05,2.12552254197362e-06,-7.47955937185907e-08,-1.21415453691043e-07,-7.44796511368671,-2.56381028407304e-07,0.303283256266013,-1.79124555188537e-07,-7.72017330064045e-08,-7.45908667265648,-55.2865074698846,-112.105500558055,-94.3323534252004,-2.13930479270643,-3.10310655494804,-8.95148752136557,60.8922209581408,0,0,18.5793294325242,-1.73491590274732,-1.02679127137729,55.170110761198
